"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.cmonta9solr.uic-cs-edu-pg0.wisc.cloudlab.us",,,,"User:","claudio"
"Cmdline:","dstat --output node2_dstat_traffic_gen.csv",,,,"Date:","11 May 2019 15:58:41 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
6.941,0.651,92.182,0.226,0,0,8065024,2803548,4510098,0,0,10297,22835
0.351,0.050,99.599,0,0,0,12288,37096,59133,0,0,2015,1443
0.625,0.100,99.275,0,0,0,0,168359,254636,0,0,2301,2268
0.450,0.075,99.475,0,0,0,0,56496,100983,0,0,2086,1447
0.400,0,99.600,0,0,0,0,57457,107171,0,0,537,448
0.625,0.100,99.224,0.050,0,0,90112,96717,131072,0,0,3989,3700
0.750,0.025,99.225,0,0,0,4096,16514,14409,0,0,335,805
0,0.050,99.950,0,0,0,0,13858,15780,0,0,1071,757
1.201,0,98.799,0,0,0,0,13374,9555,0,0,391,922
0.050,0.025,99.925,0,0,0,0,7769,2334,0,0,392,357
0.300,0,99.625,0.075,0,0,77824,7413,2980,0,0,317,325
0.826,0.025,99.124,0.025,0,0,163840,6268,390,0,0,403,937
0.025,0,99.975,0,0,0,0,13728,11497,0,0,206,172
1.200,0.025,98.775,0,0,0,0,6592,304,0,0,381,779
0,0,100,0,0,0,0,6592,304,0,0,219,211
1.150,0,98.850,0,0,0,0,6496,390,0,0,403,907
0,0,99.950,0.050,0,0,86016,7144,370,0,0,208,157
1.200,0.050,98.750,0,0,0,0,29809,23880,0,0,872,1558
0,0,100,0,0,0,0,6412,304,0,0,186,145
0.850,0.075,99.075,0,0,0,0,36231,32216,0,0,1197,1684
